lead_id,created_date,industry,company_size,enquiry_type,response_time_hours,number_of_rfqs,converted,data_source,created_month,fast_response
L009116,2025-11-27,Technology,1-50,Supplier request,9.29,6,1,synthetic_demo,2025-11,0
L004507,2025-11-27,Retail,1-50,Product enquiry,8.16,0,0,synthetic_demo,2025-11,0
L011098,2025-11-27,Technology,1-50,Price quote,21.28,3,0,synthetic_demo,2025-11,0
L005101,2025-11-27,Healthcare,1-50,Price quote,15.01,1,0,synthetic_demo,2025-11,0
L004668,2025-11-27,Retail,201-1000,Supplier request,10.74,1,0,synthetic_demo,2025-11,0
L001153,2025-11-27,Manufacturing,51-200,Bulk order,11.4,1,1,synthetic_demo,2025-11,0
L001689,2025-11-27,Healthcare,51-200,Bulk order,11.8,1,0,synthetic_demo,2025-11,0
L006551,2025-11-27,Construction,201-1000,Bulk order,8.76,2,0,synthetic_demo,2025-11,0
L006153,2025-11-27,Retail,1-50,Product enquiry,6.0,1,0,synthetic_demo,2025-11,1
L010452,2025-11-27,Construction,51-200,Bulk order,12.12,3,0,synthetic_demo,2025-11,0
L000604,2025-11-27,Technology,1-50,Bulk order,4.6,0,0,synthetic_demo,2025-11,1
L007557,2025-11-27,Retail,1-50,Supplier request,13.51,1,0,synthetic_demo,2025-11,0
L001940,2025-11-27,Manufacturing,1001+,Bulk order,8.91,4,1,synthetic_demo,2025-11,0
L001205,2025-11-27,Manufacturing,51-200,Price quote,25.24,3,0,synthetic_demo,2025-11,0
L003044,2025-11-27,Retail,51-200,Bulk order,4.83,2,0,synthetic_demo,2025-11,1
L003490,2025-11-27,Healthcare,1001+,Price quote,6.2,2,0,synthetic_demo,2025-11,0
L009717,2025-11-28,Manufacturing,1-50,Price quote,10.25,2,0,synthetic_demo,2025-11,0
L009783,2025-11-28,Technology,51-200,Product enquiry,7.72,3,0,synthetic_demo,2025-11,0
L011640,2025-11-28,Construction,201-1000,Product enquiry,21.32,1,0,synthetic_demo,2025-11,0
L011164,2025-11-28,Construction,201-1000,Product enquiry,14.74,0,0,synthetic_demo,2025-11,0
L000088,2025-11-28,Retail,1-50,Price quote,11.22,2,0,synthetic_demo,2025-11,0
L005231,2025-11-28,Technology,1-50,Supplier request,15.62,2,0,synthetic_demo,2025-11,0
L003673,2025-11-28,Retail,201-1000,Bulk order,6.76,5,1,synthetic_demo,2025-11,0
L008201,2025-11-28,Manufacturing,1-50,Price quote,4.97,1,0,synthetic_demo,2025-11,1
L002016,2025-11-28,Healthcare,51-200,Supplier request,28.97,0,0,synthetic_demo,2025-11,0
L001827,2025-11-28,Healthcare,51-200,Product enquiry,1.04,0,0,synthetic_demo,2025-11,1
L009795,2025-11-28,Manufacturing,51-200,Product enquiry,10.6,6,1,synthetic_demo,2025-11,0
L009097,2025-11-28,Retail,1001+,Bulk order,11.34,1,0,synthetic_demo,2025-11,0
L009244,2025-11-28,Manufacturing,51-200,Bulk order,15.95,1,0,synthetic_demo,2025-11,0
L005167,2025-11-28,Retail,1-50,Product enquiry,10.31,1,0,synthetic_demo,2025-11,0
L005339,2025-11-28,Technology,201-1000,Product enquiry,6.29,2,0,synthetic_demo,2025-11,0
L006472,2025-11-28,Healthcare,201-1000,Price quote,4.6,2,0,synthetic_demo,2025-11,1
L003357,2025-11-28,Healthcare,1-50,Price quote,17.55,0,0,synthetic_demo,2025-11,0
L000669,2025-11-28,Retail,51-200,Bulk order,3.51,3,0,synthetic_demo,2025-11,1
L010821,2025-11-28,Construction,51-200,Product enquiry,10.4,2,0,synthetic_demo,2025-11,0
L000629,2025-11-28,Healthcare,1-50,Supplier request,18.64,1,0,synthetic_demo,2025-11,0
L007518,2025-11-28,Technology,1-50,Bulk order,20.1,5,0,synthetic_demo,2025-11,0
L005213,2025-11-28,Construction,51-200,Bulk order,4.69,1,0,synthetic_demo,2025-11,1
L010356,2025-11-28,Technology,51-200,Bulk order,10.92,1,0,synthetic_demo,2025-11,0
L008004,2025-11-28,Manufacturing,1-50,Price quote,13.83,2,0,synthetic_demo,2025-11,0
L004991,2025-11-28,Manufacturing,51-200,Bulk order,12.54,3,0,synthetic_demo,2025-11,0
L004540,2025-11-28,Retail,1-50,Product enquiry,17.12,5,0,synthetic_demo,2025-11,0
L002886,2025-11-28,Manufacturing,201-1000,Price quote,14.4,1,0,synthetic_demo,2025-11,0
L005982,2025-11-28,Healthcare,51-200,Bulk order,22.83,0,0,synthetic_demo,2025-11,0
L006641,2025-11-28,Manufacturing,1-50,Price quote,10.75,1,0,synthetic_demo,2025-11,0
L010384,2025-11-29,Technology,201-1000,Product enquiry,11.35,1,0,synthetic_demo,2025-11,0
L003981,2025-11-29,Manufacturing,1-50,Product enquiry,2.89,2,0,synthetic_demo,2025-11,1
L001495,2025-11-29,Retail,51-200,Product enquiry,8.1,1,0,synthetic_demo,2025-11,0
L011854,2025-11-29,Construction,51-200,Price quote,13.21,0,1,synthetic_demo,2025-11,0
L001668,2025-11-29,Manufacturing,1001+,Supplier request,6.8,1,0,synthetic_demo,2025-11,0
L006099,2025-11-29,Healthcare,201-1000,Product enquiry,13.04,1,0,synthetic_demo,2025-11,0
L005874,2025-11-29,Manufacturing,51-200,Product enquiry,11.89,3,1,synthetic_demo,2025-11,0
L011458,2025-11-29,Manufacturing,201-1000,Product enquiry,26.72,1,0,synthetic_demo,2025-11,0
L004266,2025-11-29,Healthcare,1-50,Supplier request,2.02,6,1,synthetic_demo,2025-11,1
L008726,2025-11-29,Construction,201-1000,Bulk order,4.61,3,0,synthetic_demo,2025-11,1
L011968,2025-11-29,Retail,51-200,Bulk order,14.43,3,0,synthetic_demo,2025-11,0
L009231,2025-11-29,Manufacturing,1-50,Product enquiry,3.61,1,0,synthetic_demo,2025-11,1
L008981,2025-11-29,Healthcare,1001+,Product enquiry,8.03,2,0,synthetic_demo,2025-11,0
L007097,2025-11-29,Retail,51-200,Product enquiry,9.81,5,0,synthetic_demo,2025-11,0
L002560,2025-11-29,Manufacturing,51-200,Supplier request,11.07,2,0,synthetic_demo,2025-11,0
L007399,2025-11-29,Construction,201-1000,Price quote,8.81,2,0,synthetic_demo,2025-11,0
L010257,2025-11-29,Construction,201-1000,Product enquiry,4.4,3,0,synthetic_demo,2025-11,1
L002577,2025-11-29,Technology,201-1000,Bulk order,2.36,3,1,synthetic_demo,2025-11,1
L010185,2025-11-29,Manufacturing,1001+,Bulk order,4.71,3,0,synthetic_demo,2025-11,1
L011115,2025-11-29,Technology,1-50,Product enquiry,1.74,2,0,synthetic_demo,2025-11,1
L003522,2025-11-29,Construction,201-1000,Bulk order,4.65,1,1,synthetic_demo,2025-11,1
L006990,2025-11-29,Manufacturing,1-50,Price quote,8.63,2,0,synthetic_demo,2025-11,0
L005379,2025-11-29,Manufacturing,201-1000,Price quote,12.26,2,0,synthetic_demo,2025-11,0
L007378,2025-11-29,Construction,1001+,Supplier request,9.89,3,0,synthetic_demo,2025-11,0
L003644,2025-11-29,Manufacturing,1-50,Price quote,14.32,2,0,synthetic_demo,2025-11,0
L010116,2025-11-29,Retail,1-50,Product enquiry,18.83,5,0,synthetic_demo,2025-11,0
L002612,2025-11-29,Technology,51-200,Price quote,17.03,1,0,synthetic_demo,2025-11,0
L008355,2025-11-29,Healthcare,1-50,Product enquiry,5.73,2,0,synthetic_demo,2025-11,1
L006774,2025-11-29,Construction,51-200,Price quote,14.56,1,0,synthetic_demo,2025-11,0
L002836,2025-11-29,Healthcare,51-200,Product enquiry,7.75,0,0,synthetic_demo,2025-11,0
L006152,2025-11-29,Technology,1-50,Product enquiry,6.04,3,0,synthetic_demo,2025-11,0
L010627,2025-11-29,Manufacturing,51-200,Price quote,6.25,3,1,synthetic_demo,2025-11,0
L000681,2025-11-30,Manufacturing,1001+,Supplier request,25.0,2,0,synthetic_demo,2025-11,0
L002530,2025-11-30,Healthcare,1-50,Product enquiry,7.71,3,0,synthetic_demo,2025-11,0
L008583,2025-11-30,Healthcare,1-50,Price quote,4.88,1,0,synthetic_demo,2025-11,1
L006699,2025-11-30,Technology,51-200,Bulk order,10.61,6,1,synthetic_demo,2025-11,0
L002697,2025-11-30,Technology,1-50,Product enquiry,4.52,5,0,synthetic_demo,2025-11,1
L000977,2025-11-30,Retail,201-1000,Supplier request,14.54,3,0,synthetic_demo,2025-11,0
L008708,2025-11-30,Manufacturing,1-50,Bulk order,23.45,2,0,synthetic_demo,2025-11,0
L010600,2025-11-30,Construction,201-1000,Product enquiry,5.33,2,0,synthetic_demo,2025-11,1
L003994,2025-11-30,Retail,51-200,Price quote,14.06,1,0,synthetic_demo,2025-11,0
L007183,2025-11-30,Technology,1-50,Price quote,5.3,1,0,synthetic_demo,2025-11,1
L005476,2025-11-30,Manufacturing,201-1000,Bulk order,17.24,2,0,synthetic_demo,2025-11,0
L005967,2025-11-30,Technology,1001+,Bulk order,5.17,4,0,synthetic_demo,2025-11,1
L001166,2025-11-30,Construction,201-1000,Bulk order,14.88,5,1,synthetic_demo,2025-11,0
L009582,2025-11-30,Manufacturing,201-1000,Product enquiry,11.33,2,0,synthetic_demo,2025-11,0
L008013,2025-11-30,Technology,51-200,Product enquiry,7.74,1,0,synthetic_demo,2025-11,0
L004807,2025-11-30,Retail,201-1000,Product enquiry,6.18,3,0,synthetic_demo,2025-11,0
L008780,2025-11-30,Manufacturing,201-1000,Price quote,2.2,2,1,synthetic_demo,2025-11,1
L005493,2025-11-30,Manufacturing,201-1000,Supplier request,10.3,3,0,synthetic_demo,2025-11,0
L000141,2025-11-30,Retail,51-200,Price quote,5.11,0,1,synthetic_demo,2025-11,1
L006801,2025-11-30,Retail,1-50,Price quote,3.43,0,0,synthetic_demo,2025-11,1
L001856,2025-11-30,Construction,51-200,Product enquiry,5.01,1,0,synthetic_demo,2025-11,1
L009001,2025-11-30,Construction,51-200,Product enquiry,4.11,1,0,synthetic_demo,2025-11,1
L001779,2025-11-30,Retail,1-50,Price quote,13.86,4,1,synthetic_demo,2025-11,0
L009168,2025-11-30,Manufacturing,201-1000,Supplier request,16.56,5,0,synthetic_demo,2025-11,0
L006477,2025-11-30,Technology,1001+,Bulk order,6.47,5,1,synthetic_demo,2025-11,0
L004243,2025-11-30,Retail,201-1000,Product enquiry,4.78,2,0,synthetic_demo,2025-11,1
L002456,2025-11-30,Healthcare,1-50,Product enquiry,13.63,4,0,synthetic_demo,2025-11,0
L001298,2025-11-30,Manufacturing,1-50,Product enquiry,10.6,3,1,synthetic_demo,2025-11,0
L008724,2025-11-30,Technology,1-50,Supplier request,5.46,1,0,synthetic_demo,2025-11,1
L003446,2025-12-01,Retail,51-200,Price quote,4.15,2,0,synthetic_demo,2025-12,1
L005759,2025-12-01,Manufacturing,1-50,Price quote,18.9,5,0,synthetic_demo,2025-12,0
L005643,2025-12-01,Technology,51-200,Bulk order,5.35,1,0,synthetic_demo,2025-12,1
L005318,2025-12-01,Construction,1-50,Bulk order,14.53,2,0,synthetic_demo,2025-12,0
L004788,2025-12-01,Technology,1-50,Bulk order,4.03,1,0,synthetic_demo,2025-12,1
L010501,2025-12-01,Retail,51-200,Supplier request,9.52,4,0,synthetic_demo,2025-12,0
L000432,2025-12-01,Technology,201-1000,Product enquiry,20.5,3,0,synthetic_demo,2025-12,0
L004723,2025-12-01,Manufacturing,51-200,Bulk order,14.19,3,0,synthetic_demo,2025-12,0
L003971,2025-12-01,Construction,1-50,Product enquiry,13.48,2,0,synthetic_demo,2025-12,0
L003235,2025-12-01,Manufacturing,1-50,Bulk order,19.36,6,0,synthetic_demo,2025-12,0
L005692,2025-12-01,Manufacturing,1-50,Product enquiry,7.57,2,1,synthetic_demo,2025-12,0
L006178,2025-12-01,Retail,51-200,Bulk order,9.45,5,0,synthetic_demo,2025-12,0
L011888,2025-12-01,Manufacturing,51-200,Product enquiry,1.31,2,0,synthetic_demo,2025-12,1
L009319,2025-12-01,Technology,201-1000,Bulk order,14.14,1,0,synthetic_demo,2025-12,0
L009885,2025-12-01,Manufacturing,51-200,Bulk order,8.57,1,0,synthetic_demo,2025-12,0
L010388,2025-12-01,Healthcare,201-1000,Product enquiry,11.48,2,0,synthetic_demo,2025-12,0
L006030,2025-12-01,Manufacturing,201-1000,Price quote,14.53,5,0,synthetic_demo,2025-12,0
L008192,2025-12-01,Construction,201-1000,Price quote,3.47,2,0,synthetic_demo,2025-12,1
L004154,2025-12-01,Retail,51-200,Product enquiry,21.32,2,0,synthetic_demo,2025-12,0
L008812,2025-12-01,Construction,1001+,Bulk order,13.08,1,0,synthetic_demo,2025-12,0
L011332,2025-12-01,Construction,1001+,Price quote,5.61,0,0,synthetic_demo,2025-12,1
L011044,2025-12-01,Retail,201-1000,Product enquiry,1.15,0,0,synthetic_demo,2025-12,1
L007754,2025-12-01,Technology,1001+,Supplier request,8.01,2,1,synthetic_demo,2025-12,0
L006393,2025-12-01,Retail,1-50,Product enquiry,3.2,2,0,synthetic_demo,2025-12,1
L002911,2025-12-01,Technology,1-50,Supplier request,22.98,4,0,synthetic_demo,2025-12,0
L007235,2025-12-01,Healthcare,1001+,Bulk order,4.55,2,0,synthetic_demo,2025-12,1
L008774,2025-12-01,Technology,1001+,Bulk order,5.01,3,1,synthetic_demo,2025-12,1
L011120,2025-12-01,Technology,1-50,Product enquiry,13.7,2,0,synthetic_demo,2025-12,0
L007587,2025-12-01,Manufacturing,1-50,Price quote,24.32,3,0,synthetic_demo,2025-12,0
L001062,2025-12-02,Healthcare,1001+,Price quote,13.02,6,1,synthetic_demo,2025-12,0
L005770,2025-12-02,Technology,51-200,Bulk order,13.12,3,1,synthetic_demo,2025-12,0
L005958,2025-12-02,Manufacturing,1001+,Supplier request,13.22,1,1,synthetic_demo,2025-12,0
L007304,2025-12-02,Retail,1001+,Bulk order,8.13,2,0,synthetic_demo,2025-12,0
L001467,2025-12-02,Retail,1-50,Price quote,0.55,2,0,synthetic_demo,2025-12,1
L007968,2025-12-02,Technology,1-50,Supplier request,13.08,1,0,synthetic_demo,2025-12,0
L010940,2025-12-02,Construction,1-50,Supplier request,14.17,6,1,synthetic_demo,2025-12,0
L005287,2025-12-02,Technology,51-200,Price quote,21.95,2,0,synthetic_demo,2025-12,0
L010727,2025-12-02,Technology,1-50,Bulk order,6.97,3,1,synthetic_demo,2025-12,0
L002169,2025-12-02,Retail,51-200,Price quote,7.06,1,0,synthetic_demo,2025-12,0
L010405,2025-12-02,Manufacturing,51-200,Price quote,5.74,3,0,synthetic_demo,2025-12,1
L007424,2025-12-02,Healthcare,1001+,Supplier request,13.29,2,0,synthetic_demo,2025-12,0
L005928,2025-12-02,Technology,1001+,Price quote,7.0,3,1,synthetic_demo,2025-12,0
L000187,2025-12-02,Retail,1-50,Price quote,8.12,4,0,synthetic_demo,2025-12,0
L000353,2025-12-02,Healthcare,51-200,Supplier request,19.49,2,0,synthetic_demo,2025-12,0
L009339,2025-12-02,Healthcare,201-1000,Bulk order,14.47,3,0,synthetic_demo,2025-12,0
L007109,2025-12-02,Retail,201-1000,Product enquiry,2.9,4,0,synthetic_demo,2025-12,1
L002338,2025-12-02,Retail,201-1000,Bulk order,18.55,3,0,synthetic_demo,2025-12,0
L006875,2025-12-02,Manufacturing,1-50,Supplier request,12.09,5,1,synthetic_demo,2025-12,0
L002311,2025-12-02,Construction,1-50,Bulk order,10.32,0,1,synthetic_demo,2025-12,0
L006272,2025-12-02,Manufacturing,1001+,Price quote,11.33,6,0,synthetic_demo,2025-12,0
L003914,2025-12-02,Retail,201-1000,Price quote,8.74,4,0,synthetic_demo,2025-12,0
L008101,2025-12-02,Manufacturing,1-50,Product enquiry,5.02,1,0,synthetic_demo,2025-12,1
L011039,2025-12-02,Healthcare,1-50,Product enquiry,9.53,1,0,synthetic_demo,2025-12,0
L011871,2025-12-02,Manufacturing,51-200,Price quote,12.24,1,0,synthetic_demo,2025-12,0
L011639,2025-12-02,Construction,51-200,Product enquiry,10.12,0,0,synthetic_demo,2025-12,0
L010454,2025-12-02,Manufacturing,51-200,Product enquiry,7.47,5,0,synthetic_demo,2025-12,0
L004795,2025-12-02,Retail,201-1000,Bulk order,7.73,1,0,synthetic_demo,2025-12,0
L011311,2025-12-02,Retail,1-50,Bulk order,9.36,4,1,synthetic_demo,2025-12,0
L001026,2025-12-02,Retail,1-50,Supplier request,10.33,3,0,synthetic_demo,2025-12,0
L008872,2025-12-02,Construction,1-50,Bulk order,4.94,2,0,synthetic_demo,2025-12,1
L006644,2025-12-02,Retail,1-50,Price quote,13.04,1,0,synthetic_demo,2025-12,0
L005200,2025-12-03,Healthcare,1001+,Price quote,7.6,4,0,synthetic_demo,2025-12,0
L011400,2025-12-03,Construction,51-200,Bulk order,8.68,0,0,synthetic_demo,2025-12,0
L005314,2025-12-03,Healthcare,1001+,Product enquiry,10.65,4,1,synthetic_demo,2025-12,0
L002609,2025-12-03,Technology,201-1000,Bulk order,22.55,6,0,synthetic_demo,2025-12,0
L002962,2025-12-03,Construction,1-50,Bulk order,4.26,2,0,synthetic_demo,2025-12,1
L005455,2025-12-03,Construction,1-50,Bulk order,17.02,2,1,synthetic_demo,2025-12,0
L004871,2025-12-03,Retail,1001+,Price quote,10.4,1,1,synthetic_demo,2025-12,0
L001522,2025-12-03,Healthcare,201-1000,Price quote,20.54,0,0,synthetic_demo,2025-12,0
L003542,2025-12-03,Healthcare,51-200,Product enquiry,3.23,3,0,synthetic_demo,2025-12,1
L000272,2025-12-03,Manufacturing,1-50,Product enquiry,1.92,1,0,synthetic_demo,2025-12,1
L003132,2025-12-03,Construction,1-50,Product enquiry,27.97,2,0,synthetic_demo,2025-12,0
L008998,2025-12-03,Retail,201-1000,Product enquiry,18.85,3,0,synthetic_demo,2025-12,0
L003795,2025-12-03,Healthcare,51-200,Product enquiry,15.89,0,0,synthetic_demo,2025-12,0
L000035,2025-12-03,Retail,51-200,Bulk order,10.63,2,1,synthetic_demo,2025-12,0
L010045,2025-12-03,Retail,201-1000,Supplier request,7.44,4,0,synthetic_demo,2025-12,0
L008959,2025-12-03,Manufacturing,51-200,Bulk order,1.72,3,1,synthetic_demo,2025-12,1
L006018,2025-12-03,Technology,51-200,Product enquiry,8.45,3,0,synthetic_demo,2025-12,0
L006629,2025-12-03,Manufacturing,1-50,Bulk order,17.76,2,0,synthetic_demo,2025-12,0
L001354,2025-12-03,Retail,201-1000,Bulk order,15.95,0,0,synthetic_demo,2025-12,0
L004854,2025-12-03,Manufacturing,201-1000,Price quote,9.71,2,0,synthetic_demo,2025-12,0
L003913,2025-12-03,Construction,1-50,Price quote,5.12,5,1,synthetic_demo,2025-12,1
L005680,2025-12-03,Retail,51-200,Supplier request,12.77,2,0,synthetic_demo,2025-12,0
L004522,2025-12-03,Retail,1-50,Bulk order,8.43,2,0,synthetic_demo,2025-12,0
L005422,2025-12-03,Retail,201-1000,Bulk order,4.21,2,0,synthetic_demo,2025-12,1
L007060,2025-12-03,Retail,51-200,Price quote,10.76,0,0,synthetic_demo,2025-12,0
L006537,2025-12-03,Manufacturing,51-200,Product enquiry,7.13,3,0,synthetic_demo,2025-12,0
L006550,2025-12-03,Retail,201-1000,Bulk order,7.56,1,0,synthetic_demo,2025-12,0
L009787,2025-12-03,Manufacturing,1-50,Supplier request,10.89,4,0,synthetic_demo,2025-12,0
L011983,2025-12-03,Retail,51-200,Price quote,8.04,1,0,synthetic_demo,2025-12,0
L004761,2025-12-03,Healthcare,1001+,Supplier request,23.97,6,0,synthetic_demo,2025-12,0
L006115,2025-12-03,Retail,1-50,Bulk order,15.81,2,0,synthetic_demo,2025-12,0
L002752,2025-12-03,Technology,1-50,Price quote,17.8,0,0,synthetic_demo,2025-12,0
L005715,2025-12-03,Manufacturing,201-1000,Supplier request,6.69,2,0,synthetic_demo,2025-12,0
L005041,2025-12-03,Manufacturing,51-200,Price quote,23.13,3,1,synthetic_demo,2025-12,0
L000316,2025-12-03,Retail,51-200,Price quote,16.43,1,0,synthetic_demo,2025-12,0
L005603,2025-12-03,Construction,1-50,Product enquiry,2.49,2,0,synthetic_demo,2025-12,1
L001178,2025-12-03,Retail,51-200,Product enquiry,12.11,4,0,synthetic_demo,2025-12,0
L004196,2025-12-03,Healthcare,51-200,Product enquiry,16.43,2,0,synthetic_demo,2025-12,0
L000243,2025-12-03,Manufacturing,51-200,Product enquiry,14.55,3,0,synthetic_demo,2025-12,0
L004336,2025-12-03,Manufacturing,51-200,Bulk order,9.25,3,0,synthetic_demo,2025-12,0
L004698,2025-12-04,Retail,1-50,Price quote,7.64,3,0,synthetic_demo,2025-12,0
L011550,2025-12-04,Technology,51-200,Product enquiry,4.6,3,0,synthetic_demo,2025-12,1
L004264,2025-12-04,Technology,1-50,Price quote,15.56,2,0,synthetic_demo,2025-12,0
L000571,2025-12-04,Retail,201-1000,Supplier request,1.49,4,0,synthetic_demo,2025-12,1
L011808,2025-12-04,Healthcare,51-200,Bulk order,3.34,1,0,synthetic_demo,2025-12,1
L008545,2025-12-04,Retail,1-50,Supplier request,6.83,2,0,synthetic_demo,2025-12,0
L007785,2025-12-04,Retail,1-50,Price quote,7.73,0,0,synthetic_demo,2025-12,0
L003776,2025-12-04,Healthcare,201-1000,Price quote,10.16,4,1,synthetic_demo,2025-12,0
L008064,2025-12-04,Technology,1-50,Product enquiry,13.95,0,0,synthetic_demo,2025-12,0
L001254,2025-12-04,Healthcare,1-50,Bulk order,8.67,4,1,synthetic_demo,2025-12,0
L011872,2025-12-04,Healthcare,201-1000,Supplier request,13.82,3,0,synthetic_demo,2025-12,0
L002142,2025-12-04,Retail,1-50,Product enquiry,5.13,1,0,synthetic_demo,2025-12,1
L005751,2025-12-04,Manufacturing,51-200,Price quote,7.82,5,0,synthetic_demo,2025-12,0
L005392,2025-12-04,Retail,51-200,Price quote,7.05,2,0,synthetic_demo,2025-12,0
L006533,2025-12-04,Technology,1-50,Price quote,26.13,4,0,synthetic_demo,2025-12,0
L001053,2025-12-04,Retail,1-50,Bulk order,4.88,2,0,synthetic_demo,2025-12,1
L000395,2025-12-04,Manufacturing,1-50,Bulk order,17.37,2,0,synthetic_demo,2025-12,0
L000585,2025-12-04,Construction,201-1000,Bulk order,23.34,3,1,synthetic_demo,2025-12,0
L010928,2025-12-04,Construction,201-1000,Price quote,13.17,0,0,synthetic_demo,2025-12,0
L004436,2025-12-04,Healthcare,201-1000,Supplier request,12.2,1,0,synthetic_demo,2025-12,0
L003717,2025-12-04,Technology,1-50,Price quote,8.51,2,0,synthetic_demo,2025-12,0
L009901,2025-12-04,Manufacturing,1-50,Product enquiry,19.57,2,0,synthetic_demo,2025-12,0
L007939,2025-12-04,Manufacturing,51-200,Price quote,0.18,4,0,synthetic_demo,2025-12,1
L008027,2025-12-04,Retail,51-200,Product enquiry,3.32,7,1,synthetic_demo,2025-12,1
L009145,2025-12-04,Manufacturing,201-1000,Price quote,13.66,4,0,synthetic_demo,2025-12,0
L007102,2025-12-04,Manufacturing,51-200,Product enquiry,14.45,3,0,synthetic_demo,2025-12,0
L001442,2025-12-04,Manufacturing,1-50,Product enquiry,4.91,3,0,synthetic_demo,2025-12,1
L010735,2025-12-04,Manufacturing,1001+,Price quote,28.27,2,1,synthetic_demo,2025-12,0
L005382,2025-12-05,Technology,51-200,Price quote,16.16,0,0,synthetic_demo,2025-12,0
L006012,2025-12-05,Technology,201-1000,Bulk order,12.5,2,0,synthetic_demo,2025-12,0
L001292,2025-12-05,Technology,51-200,Price quote,2.46,2,0,synthetic_demo,2025-12,1
L004939,2025-12-05,Healthcare,201-1000,Product enquiry,12.68,1,0,synthetic_demo,2025-12,0
L006199,2025-12-05,Retail,201-1000,Bulk order,22.9,2,0,synthetic_demo,2025-12,0
L007702,2025-12-05,Healthcare,201-1000,Supplier request,14.6,1,0,synthetic_demo,2025-12,0
L006265,2025-12-05,Retail,51-200,Bulk order,3.86,3,0,synthetic_demo,2025-12,1
L011563,2025-12-05,Retail,51-200,Price quote,10.3,2,0,synthetic_demo,2025-12,0
L008938,2025-12-05,Manufacturing,1001+,Bulk order,10.06,4,1,synthetic_demo,2025-12,0
L000856,2025-12-05,Retail,201-1000,Price quote,18.2,2,0,synthetic_demo,2025-12,0
L006828,2025-12-05,Construction,51-200,Price quote,13.04,2,0,synthetic_demo,2025-12,0
L008460,2025-12-05,Healthcare,201-1000,Bulk order,10.31,1,0,synthetic_demo,2025-12,0
L011630,2025-12-05,Technology,1-50,Price quote,28.48,1,0,synthetic_demo,2025-12,0
L001708,2025-12-05,Retail,51-200,Product enquiry,11.73,1,0,synthetic_demo,2025-12,0
L010476,2025-12-05,Manufacturing,51-200,Bulk order,20.59,4,1,synthetic_demo,2025-12,0
L002572,2025-12-05,Healthcare,51-200,Product enquiry,6.33,3,1,synthetic_demo,2025-12,0
L007215,2025-12-05,Technology,51-200,Supplier request,5.96,1,0,synthetic_demo,2025-12,1
L005507,2025-12-05,Manufacturing,201-1000,Bulk order,13.56,2,0,synthetic_demo,2025-12,0
L011494,2025-12-05,Manufacturing,1001+,Price quote,12.84,1,0,synthetic_demo,2025-12,0
L011313,2025-12-05,Healthcare,1-50,Product enquiry,8.9,4,0,synthetic_demo,2025-12,0
L001447,2025-12-05,Construction,1001+,Price quote,12.57,1,1,synthetic_demo,2025-12,0
L008977,2025-12-05,Manufacturing,1-50,Price quote,19.49,3,0,synthetic_demo,2025-12,0
L002380,2025-12-05,Technology,51-200,Price quote,0.89,3,0,synthetic_demo,2025-12,1
L010133,2025-12-05,Retail,51-200,Bulk order,2.81,0,0,synthetic_demo,2025-12,1
L005598,2025-12-05,Retail,1001+,Price quote,8.25,0,0,synthetic_demo,2025-12,0
L005088,2025-12-05,Retail,1-50,Product enquiry,16.63,1,0,synthetic_demo,2025-12,0
L003933,2025-12-05,Healthcare,1-50,Product enquiry,7.29,3,0,synthetic_demo,2025-12,0
L005807,2025-12-05,Technology,1-50,Product enquiry,6.96,1,0,synthetic_demo,2025-12,0
L005296,2025-12-05,Healthcare,1001+,Product enquiry,4.33,7,1,synthetic_demo,2025-12,1
L000658,2025-12-05,Retail,201-1000,Price quote,4.98,4,0,synthetic_demo,2025-12,1
L007663,2025-12-05,Technology,51-200,Product enquiry,4.76,2,0,synthetic_demo,2025-12,1
L006297,2025-12-05,Technology,1-50,Bulk order,5.96,4,0,synthetic_demo,2025-12,1
L000183,2025-12-05,Healthcare,1001+,Product enquiry,46.23,5,1,synthetic_demo,2025-12,0
L003153,2025-12-05,Retail,201-1000,Bulk order,6.31,3,0,synthetic_demo,2025-12,0
L006338,2025-12-05,Retail,201-1000,Price quote,13.67,1,0,synthetic_demo,2025-12,0
L005617,2025-12-05,Retail,1001+,Product enquiry,21.55,1,0,synthetic_demo,2025-12,0
L002028,2025-12-05,Retail,201-1000,Product enquiry,24.94,1,0,synthetic_demo,2025-12,0
L004113,2025-12-05,Technology,201-1000,Product enquiry,20.01,3,0,synthetic_demo,2025-12,0
L011459,2025-12-06,Construction,1-50,Bulk order,2.71,1,1,synthetic_demo,2025-12,1
L009501,2025-12-06,Technology,1-50,Bulk order,9.21,1,0,synthetic_demo,2025-12,0
L010357,2025-12-06,Retail,201-1000,Product enquiry,6.63,3,0,synthetic_demo,2025-12,0
L001755,2025-12-06,Retail,1-50,Supplier request,32.27,4,0,synthetic_demo,2025-12,0
L010783,2025-12-06,Manufacturing,1001+,Price quote,9.67,1,0,synthetic_demo,2025-12,0
L010677,2025-12-06,Retail,51-200,Price quote,1.58,0,0,synthetic_demo,2025-12,1
L011503,2025-12-06,Retail,1-50,Product enquiry,13.71,2,0,synthetic_demo,2025-12,0
L008472,2025-12-06,Technology,1001+,Bulk order,2.14,2,1,synthetic_demo,2025-12,1
L007794,2025-12-06,Retail,1-50,Bulk order,3.67,1,0,synthetic_demo,2025-12,1
